"","SurveyNumber","FieldNumber","qpcr_a","qpcr_b","qpcr_c","toeclip_extracted","swab_extracted","successful culture?","dayCaptured","monthCaptured","yearCaptured","Taxon","Site","SVL_mm","Mass_g","TissueTaken","Sex","Lifestage","Latitude","Longitude","Elevation_feet","Elevation_m","Locality","Site_name","Capture_time","Comments","picture","max_temp_daily","min_temp_daily","mean_temp_at_hour","mean_rel_humidity_at_hour","max_relative_humidity","min_relative_humidity","max_temp_monthly","min_temp_monthly","bay_area_only","other_permit","ZE_1","ZE_2","ZE_3"
"191",13,"IDR181",0,0,0,NA,"y","n",3,"July",2019,"Anaxyrus_woodhousii","The Reserve","79.5",NA,"swab, toeclip, culture","male","adult",33.6935,-116.37063,437,133.2,"manmade_lake","near_main_maintained_lake","21_04","too windy for mass",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"192",13,"IDR182",0,0,0,NA,"y","n",3,"July",2019,"Anaxyrus_punctatus","The Reserve","28.5","8","swab, toeclip",NA,"juvenile",33.6935,-116.37063,437,133.2,"manmade_lake","near_main_maintained_lake","21_05","too windy for mass","iphone10",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"193",13,"IDR183",0,0,0,NA,"y","n",3,"July",2019,"Anaxyrus_woodhousii","The Reserve","89",">100","swab, toeclip, culture","female","adult",33.69349,-116.37064,414,126.2,"manmade_lake","near_main_maintained_lake","21_52","too windy for mass",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"194",16,"IDR184",0,0,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","16","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_38","iridescent pink shine","DSC0480",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"195",16,"IDR185",0,0,0,NA,"y","n",7,"July",2019,"Anaxyrus_boreas","Hastings","77","63.5","swab, toeclip, culture","female","adult",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_41","growth on left side, cataract in right eye, slow and lethargic","DSC0470-0472",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"196",16,"IDR186",0.680402935,0.442712784,0.49998486,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15.5","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_42","iridescent pink shine","DSC0481",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"54.43223476","35.41702271",39.99878883
"197",16,"IDR187",0,0,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","16","1","swab",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_48","little bit of tail still there","DSC0473-0474",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"198",16,"IDR188",NA,NA,NA,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings",NA,NA,NA,NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_50","long tail, released",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"199",16,"IDR189",0,0.025346115,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_51",NA,"DSC0482-0484",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","2.027689219",0
"200",16,"IDR190",0,0,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_51",NA,"DSC0477",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"201",16,"IDR191",0,0,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","16","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_51","little bit of tail still there","DSC0475-0476",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"202",16,"IDR192",1.234091759,0.395808727,0.3066037,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","17","1","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_53",NA,"DSC0503-0504",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"98.7273407","31.66469812",24.52829599
"203",16,"IDR193",0,0,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","12.5","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_54",NA,"DSC0490",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"204",16,"IDR194",0.428418,0.133408964,0.153094202,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","13.5","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_54","little bit of tail still there","DSC0488-0489",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"34.27344","10.67271709",12.24753618
"205",16,"IDR195",0,0.027214613,0.095331982,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","17","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_56","pinkish iridescent shine","DSC0478-0479",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","2.177169025",7.626558542
"206",16,"IDR196",2.165357828,0.336844265,0.773273826,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15.5","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_58",NA,"DSC0491",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"173.2286263","26.94754124",61.86190605
"207",16,"IDR197",1.212971687,0.730749071,0.386498421,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","21_59",NA,"DSC0502",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"97.03773499","58.45992565",30.91987371
"208",16,"IDR198",0.10586261,0.028118299,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","14","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","22_00","little bit of tail still there","DSC0498-0499",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8.469008803","2.249463946",0
"209",16,"IDR199",2.266264677,1.387944579,0.611991227,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","11","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","22_01",NA,"DSC0487",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"181.3011742","111.0355663",48.95929813
"210",16,"IDR200",2.276520729,0.489702761,0.591992378,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","22_00",NA,"DSC0495-0496",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"182.1216583","39.17622089",47.35939026
"211",16,"IDR201",0,0,0,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","15.5","0.5","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","22_00",NA,"DSC0485-0486",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"212",16,"IDR202",0.485875905,0.354202718,0.08777713,NA,"y","n",7,"July",2019,"Pseudacris_regilla","Hastings","16","0","swab, toeclip",NA,"juvenile",36.3871,-121.54994,1716,523,"creek","small_creek_by_bunkhouse_cabin","22_04","little bit of tail still there","DSC0501",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"38.87007236","28.3362174",7.022170424
"213",18,"IDR203",0,0,0.056008063,NA,"y","n",8,"July",2019,"Pseudacris_regilla","Hastings","24","1","swab, toeclip","female","adult",36.3767,-121.56155,1552,473,"creek","poison_oak_creek","21_54","pale pink","DSC0507-0508",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",4.480645061
"214",18,"IDR204",4.875011444,1.492555499,1.673793316,NA,"y","n",8,"July",2019,"Pseudacris_regilla","Hastings","33","3","swab, toeclip","male","adult",36.3767,-121.56155,1552,473,"creek","poison_oak_creek","22_04","found calling, beautiful","DSC0509-0512",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"390.0009155","119.4044399",133.9034653
"215",18,"IDR205",16.68078995,4.888499737,3.466838598,NA,"y","n",8,"July",2019,"Pseudacris_regilla","Hastings","22","1","swab, toeclip","female","adult",36.3767,-121.56155,1552,473,"creek","poison_oak_creek","22_08",NA,"DSC0505-0506",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"1334.463196","391.0799789",277.3470879
"216",20,"IDR206",0.110003434,0,0,NA,"y","n",9,"July",2019,"Pseudacris_regilla","Hastings","25","3.5","swab, toeclip","female","adult",36.37923,-121.56602,1540,469.4,"creek","jens_creek","21_04",NA,"DSC0579-0583",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8.80027473","0",0
"217",20,"IDR207",3.437274456,0.994471133,0.575548887,NA,"y","n",9,"July",2019,"Lithobates_catesbeianus","Hastings","69","42","swab, toeclip, culture",NA,"juvenile",36.37923,-121.56602,1540,469.4,"creek","jens_creek","21_13",NA,"DSC0555-0562, DSC0569-0573",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"274.9819565","79.55769062",46.04391098
"218",21,"IDR208",22.63131142,7.630328655,6.03643322,NA,"y","n",9,"July",2019,"Pseudacris_regilla","Hastings","21.5","1","swab, toeclip",NA,"adult",36.38258,-121.55845,1631,497.1,"creek","creek_off_road_marker_19","22_38",NA,"DSC0611-0613",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"1810.504913","610.4262924",482.9146576
"219",21,"IDR209",17.95247459,4.584100723,4.544499397,NA,"y","n",9,"July",2019,"Anaxyrus_boreas","Hastings","70","35","swab, toeclip, culture","female","adult",36.3871,-121.55,1779,542.2,"creek","bunk_house_driveway","23_00","found dead with intestines pulled out from forearm","DSC0614-0620",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"1436.197968","366.7280579",363.5599518
"220",23,"IDR210",0,0,0,NA,"y","n",17,"July",2019,"Pseudacris_sierra","Sagehen","28","2","swab, toeclip, culture","female","adult",39.42534,-120.28497,7065,2153.4,"dirt_road","road","21_45",NA,"DSC0671-0676",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"221",26,"IDR211",0.120199814,0,0,NA,"y","n",18,"July",2019,"Pseudacris_sierra","Sagehen","40","5","swab, toeclip, culture","female","adult",39.43203,-120.2405,6355,1937,"dirt_road","road_by_jeffs_house","23_02",NA,"DSC0732-0746",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"9.615985155","0",0
"222",26,"IDR212",0,0,0,NA,"y","n",18,"July",2019,"Pseudacris_sierra","Sagehen","26","2","swab, toeclip","female","adult",39.43175,-120.24072,6397,1949.8,"bark_gravel_trail","path_behind_dining_hall","23_25",NA,"DSC0749-0751",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"223",29,"IDR213",0,0,0,NA,"y","n",19,"July",2019,"Pseudacris_sierra","Sagehen","35.5","3.5","swab, toeclip, culture","male","adult",39.43175,-120.24072,6397,1949.8,"bark_gravel_trail","next_to_west_cabin","22_27",NA,"DSC0866-0882",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"224",29,"IDR214",0,0,0,NA,"y","n",19,"July",2019,"Pseudacris_sierra","Sagehen","41.5","7","swab, toeclip","female","adult",39.43175,-120.24072,6397,1949.8,"bark_gravel_trail","path_behind_dining_hall","23_27","reddish color","DSC0883-0893",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"225",30,"IDR215",3.00963521,0.691448212,0.881575882,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","34","5","swab, toeclip, culture","male","adult",39.74003,-123.63226,1271,387.4,"river","along_eel_river","21_15","green","DSC0934-0936",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"240.7708168","55.31585693",70.52607059
"226",30,"IDR216",0,0,0,NA,"y","n",21,"July",2019,"Rana_boylii","Angelo Coast","46","11","swab, toeclip","male","adult",39.73987,-123.63213,1270,387.1,"river","along_eel_river","21_16",NA,"DSC0928-0938",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"227",30,"IDR217",0,0,0,NA,"y","n",21,"July",2019,"Rana_boylii","Angelo Coast","38","6","swab, toeclip, culture","female","adult",39.73985,-123.63213,1267,386.2,"river","along_eel_river","21_18",NA,"DSC0957, DSC0960",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"228",30,"IDR218",0,0,0,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","34","4.5","swab, toeclip, culture","male","adult",39.73962,-123.63232,1263,385,"river","along_eel_river","21_22",NA,"DSC0947-0948",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"229",30,"IDR219",4.467624187,4.491948605,5.008937359,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","33","3.5","swab, toeclip","male","adult",39.73974,-123.6321,1250,381,"river","along_eel_river","21_25",NA,"DSC0942-0943",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"357.409935","359.3558884",400.7149887
"230",30,"IDR220",0,0,0.029707588,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","33.5","9.5","swab, toeclip","male","adult",39.73993,-123.63209,1253,381.9,"river","along_eel_river","21_29",NA,"DSC0974-0978",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",2.37660706
"231",30,"IDR221",1.634499192,1.347621202,1.63572526,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","38","4.5","swab, toeclip, culture","male","adult",39.73919,-123.63181,1347,410.6,"river","along_eel_river","23_05",NA,"DSC0998-1001",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"130.7599354","107.8096962",130.8580208
"232",30,"IDR222",0.313073039,0.413594604,0.062290095,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","33","3","swab, toeclip","male","adult",39.73867,-123.63154,1353,412.4,"river","along_eel_river","23_13","pinkish hue","DSC0992-0997",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"25.04584312","33.08756828",4.983207583
"233",30,"IDR223",0.117825478,0,0,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","33","4.5","swab, toeclip","male","adult",39.73867,-123.63154,1353,412.4,"river","along_eel_river","23_15",NA,"DSC1002-1004",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"9.426038265","0",0
"234",30,"IDR224",0.499501944,0.381635547,0.10375113,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","35.5","3.5","swab, toeclip","male","adult",39.73861,-123.63162,1355,413,"river","along_eel_river","23_17","green and brown","DSC0986-0990",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"39.96015549","30.53084373",8.300090432
"235",30,"IDR225",0.301788539,0.17514801,0.05586347,NA,"y","n",21,"July",2019,"Pseudacris_regilla","Angelo Coast","35","4","swab, toeclip","male","adult",39.73875,-123.63161,1352,412.1,"river","along_eel_river","23_24",NA,"DSC0003-0004",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"24.1430831","14.01184082",4.469077587
"236",32,"IDR226",0,0,0,NA,"y","n",22,"July",2019,"Rana_boylii","Angelo Coast","59","26.5","swab, toeclip, culture","female","adult",39.72928,-123.64636,1399,426.4,"creek","along_elder_creek","20_13","lethargic","DSC0033-0036",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"237",32,"IDR227",0,0,0,NA,"y","n",22,"July",2019,"Rana_boylii","Angelo Coast","54","14.5","swab, toeclip, culture","male","adult",39.72954,-123.64442,1395,425.2,"creek","along_elder_creek","21_08","jumped out of bag, caught with bare hands","DSC0044-0045",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"238",32,"IDR228",0,0,0,NA,"y","n",22,"July",2019,"Rana_boylii","Angelo Coast","63","29","swab, toeclip","male","adult",39.72962,-123.64442,1404,427.9,"creek","along_elder_creek","21_14",NA,"DSC0050-0057",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"239",32,"IDR229",0,0,0,NA,"y","n",22,"July",2019,"Rana_boylii","Angelo Coast","57","54.5","swab, toeclip, culture","female","adult",39.72962,-123.64413,1409,429.5,"creek","along_elder_creek","21_20","jumped out of bag, caught with bare hands","DSC0037-0039",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"240",32,"IDR230",0,0,0,NA,"y","n",22,"July",2019,"Rana_boylii","Angelo Coast","30","4","swab, toeclip",NA,"juvenile",39.72957,-123.64404,1407,428.9,"creek","along_elder_creek","22_15",NA,"DSC0058-0062",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"241",34,"IDR231",0,0,0.036438894,NA,"y","n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","36.5","7","swab, toeclip","male","adult",39.72585,-123.64433,1351,411.8,"river","along_eel_river","21_35",NA,"DSC0073-0076",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",2.915111482
"242",34,"IDR232",0,0,0,NA,"y","n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","36","4","swab, toeclip","male","adult",39.72585,-123.64433,1351,411.8,"river","along_eel_river","21_36",NA,"DSC0084-0085",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"243",34,"IDR233",0,0,0,NA,"y","n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","39","6.5","swab, toeclip","female","adult",39.72557,123.64417,1340,408.4,"river","along_eel_river","21_39","iridescent pink","DSC0067-0072",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"244",34,"IDR234",0.398270637,0.16659753,0.038011894,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","37.5","4.5","swab, toeclip","male","adult",39.72557,123.64417,1340,408.4,"river","along_eel_river","21_46","iridescent pink","DSC0063-0066",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"31.86165094","13.32780242",3.04095149
"245",34,"IDR235",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","35.5","3.5","swab, toeclip","male","adult",39.72572,123.64451,1367,416.7,"river","along_eel_river","22_54",NA,"DSC0092-0096",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"246",34,"IDR236",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","30","6","swab, toeclip, culture","male","adult",39.72574,-123.64449,1379,420.3,"river","along_eel_river","22_56",NA,"DSC0147-0148",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"247",34,"IDR237",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","33","4","swab, toeclip","male","adult",39.72559,-123.64432,1379,420.3,"river","along_eel_river","22_58",NA,"DSC0123-0124",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"248",34,"IDR238",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","35","5.5","swab, toeclip","male","adult",39.72559,-123.64432,1379,420.3,"river","along_eel_river","22_58",NA,"DSC0142-0143",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"249",34,"IDR239",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","34","4","swab, toeclip, culture","male","adult",39.72553,-123.64422,1388,423.1,"river","along_eel_river","23_03","missing skin on stomach","DSC0105-0106",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"250",34,"IDR240",0,0,0.03351678,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","35","2.5","swab, toeclip","male","adult",39.72574,-123.64449,1379,420.3,"river","along_eel_river","23_07","missing fingers on left hand except for thumb","DSC0097-0100",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",2.681342363
"251",34,"IDR241",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","36","5","swab, toeclip","male","adult",39.72548,-123.64417,1386,422.5,"river","along_eel_river","23_12","iridescent pink","DSC0134-0135",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"252",34,"IDR242",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","35","3.5","swab, toeclip","male","adult",39.72541,-123.6441,1384,421.8,"river","along_eel_river","23_19","iridescent pink","DSC0152-0160",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"253",34,"IDR243",0,0,0,NA,NA,"n",23,"July",2019,"Pseudacris_regilla","Angelo Coast","38","6","swab, toeclip, culture","female","adult",39.72557,123.64417,1340,408.4,"river","along_eel_river","24_33","jumped onto processing bag of a0ther frog so captured","DSC0161-0166",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"254",35,"IDR244",0,0,0,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","40.5","7.5","swab, toeclip, culture","female","adult",39.74035,-123.63081,1441,439.2,"creek","along_fox_creek","20_05",NA,"DSC0182-0184",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"255",35,"IDR245",0,0,0,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","38.5","6.5","swab, toeclip, culture","female","adult",39.74035,-123.63081,1441,439.2,"creek","along_fox_creek","20_05",NA,"DSC0172-0173",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"256",35,"IDR246",0,0,0,NA,NA,"n",25,"July",2019,"Rana_boylii","Angelo Coast","51.5","19.5","swab, toeclip","female","adult",39.74035,-123.63081,1441,439.2,"creek","along_fox_creek","20_40",NA,"DSC0192-0194",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"257",35,"IDR247",0,0,0,NA,NA,"n",25,"July",2019,"Rana_boylii","Angelo Coast","42","14","swab, toeclip","male","adult",39.74108,-123.62999,1392,424.3,"creek","along_fox_creek","20_13","red streaks on back and legs","DSC0207-0209",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"258",35,"IDR248",0,0,0,NA,NA,"n",25,"July",2019,"Rana_boylii","Angelo Coast","51.5","24.5","swab, toeclip","female","adult",39.74102,-123.62989,1374,418.8,"creek","along_fox_creek","21_35",NA,"DSC0229-0233",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"259",35,"IDR249",0,0,0,NA,NA,"n",25,"July",2019,"Rana_boylii","Angelo Coast","34","3","swab, toeclip, culture",NA,"juvenile",39.74183,-123.62827,1410,429.8,"creek","along_fox_creek","22_11","reddish all over","DSC0216-0228",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"260",35,"IDR250",0,0,0,NA,NA,"n",25,"July",2019,"Rana_boylii","Angelo Coast","30.5","6.5","swab, toeclip",NA,"juvenile",39.7403,-123.63148,1363,415.4,"creek","along_fox_creek","23_12","reddish streaks","DSC0236-0243",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"261",36,"IDR251",3.435176849,3.551245928,2.992220163,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","32","3.5","swab, toeclip, culture","male","adult",39.736,-123.63132,1346,410.3,"river","along_eel_river","23_56","lesion on vocal sac","DSC0257-0265",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"274.8141479","284.0996742",239.3776131
"262",36,"IDR252",0.137457162,0,0,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","33.5","3","swab, toeclip, culture","male","adult",39.73601,-123.63107,1336,407.2,"river","along_eel_river","24_01",NA,"DSC0274-0276",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"10.99657297","0",0
"263",36,"IDR253",1.259118676,1.097960114,1.159292936,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","34","4.5","swab, toeclip, culture","male","adult",39.736,-123.63132,1346,410.3,"river","along_eel_river","24_02",NA,"DSC0295-0303",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"100.7294941","87.83680916",92.74343491
"264",36,"IDR254",0,0.104425058,0,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","36","5.5","swab, toeclip, culture","male","adult",39.736,-123.63132,1346,410.3,"river","along_eel_river","24_04",NA,"DSC0290-0294",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","8.354004622",0
"265",36,"IDR255",29.91358185,27.3753624,26.9081459,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","32","6","swab, toeclip","male","adult",39.73601,-123.63107,1336,407.2,"river","along_eel_river","24_07",NA,"DSC0286-0289",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"2393.086548","2190.028992",2152.651672
"266",36,"IDR256",6.058986187,2.906930685,2.327069759,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","34.5","5","swab, toeclip","male","adult",39.73601,-123.63107,1336,407.2,"river","along_eel_river","24_08",NA,"DSC0266-0270",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"484.718895","232.5544548",186.1655807
"267",36,"IDR257",0,0,0,NA,NA,"n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","34.5","3.5","swab, toeclip, culture","male","adult",39.73601,-123.63107,1336,407.2,"river","along_eel_river","24_10","looks like blood on vocal sac","DSC0249-0256",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"268",36,"IDR258",0,0,0,NA,"y","n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","31.5","4","swab, toeclip","male","adult",39.73589,-123.63099,1341,408.7,"river","along_eel_river","24_11","iridescent pink","DSC0271-0273",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"269",36,"IDR259",0,0,0,NA,"y","n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","30","4.5","swab, toeclip","male","adult",39.73634,-123.63134,1279,389.8,"river","along_eel_river","24_21",NA,"DSC0282-0285",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"270",36,"IDR260",1.326614738,0.736033559,0.684072137,NA,"y","n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","33","6","swab, toeclip","male","adult",39.7359,-123.63127,1348,410.9,"river","along_eel_river","24_21",NA,"DSC0280-0282",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"106.129179","58.88268471",54.72577095
"271",36,"IDR261",0,0,0,NA,"y","n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","33.5","3.5","swab, toeclip","male","adult",39.73601,-123.63107,1336,407.2,"river","along_eel_river","24_27",NA,"DSC0244-0248",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
